id,piston_velocity_phase1,metal_velocity_gate,fill_time,phase_transition_position,intensification_time_phase3,intensification_pressure,solidification_time,cycle_time,sleeve_fill_percentage,sleeve_diameter,sleeve_length,plunger_lubricant,plunger_sleeve_clearance,sleeve_temperature,plunger_temperature,blisters_post_treatment,surface_blisters,die_sticking,flow_lines,surface_streaks,cold_shut,heat_cracks,ejector_pin_marks,die_soldering,surface_oxide_inclusions,low_tensile_strength,low_elongation,low_ultimate_strength,low_fatigue_resistance,low_surface_hardness,density_deviation,incomplete_fill,flash,warpage,shrinkage_porosity,volumetric_variation,dimensional_deviation,gas_porosity,gas_bubbles,internal_shrinkage,cracks,hard_inclusions,oxide_inclusions,total_defects,has_defect
9639,0.24,3.53,33.77,176.32,7.67,91.33,23.3,83.02,47.07,45.69,129.27,0.0,0.09,199.02,169.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9640,0.23,3.59,36.94,179.34,8.0,84.73,22.29,73.36,45.14,46.29,121.65,0.0,0.1,199.72,175.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9641,0.23,3.61,34.65,178.17,6.13,91.96,18.76,69.99,46.69,49.86,120.32,0.0,0.11,189.39,179.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9642,0.21,3.59,35.1,179.3,5.4,91.85,21.61,65.57,42.81,45.17,122.9,0.0,0.09,187.58,165.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9643,0.21,3.7,34.68,177.93,7.19,96.48,15.71,87.84,41.71,47.01,124.36,0.0,0.11,195.06,161.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9644,0.21,3.72,33.53,172.61,6.08,88.78,18.0,77.04,48.64,46.85,123.21,0.0,0.11,180.45,166.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9645,0.23,3.76,38.59,172.98,7.51,98.72,15.41,74.53,49.4,49.09,123.63,0.0,0.12,180.26,175.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9646,0.2,3.6,30.68,171.19,6.21,114.76,19.64,82.47,44.17,48.84,129.21,0.0,0.12,185.92,161.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9647,0.22,3.54,34.76,173.03,7.98,87.39,18.79,78.5,43.45,47.37,129.73,0.0,0.1,198.21,160.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9648,0.21,3.71,32.28,170.73,5.49,117.56,17.48,68.04,45.37,47.42,126.84,0.0,0.12,187.42,175.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9649,0.22,3.52,32.05,174.67,7.68,85.27,18.17,69.9,47.78,47.72,124.16,0.0,0.08,199.41,176.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9650,0.25,3.54,31.23,171.32,7.61,108.91,18.78,73.91,46.5,49.08,122.65,0.0,0.08,191.08,166.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9651,0.21,3.55,34.67,174.42,6.95,117.06,24.0,89.81,47.59,48.43,125.95,0.0,0.09,189.35,164.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9652,0.21,3.53,33.55,176.67,5.36,99.03,19.06,72.82,49.43,46.75,129.92,0.0,0.1,196.85,166.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9653,0.2,3.54,32.14,170.08,5.14,107.94,21.19,88.36,44.02,47.22,120.68,0.0,0.09,193.83,164.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9654,0.21,3.75,34.9,172.74,7.17,83.54,16.53,76.84,47.43,46.17,121.54,0.0,0.11,181.73,165.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9655,0.22,3.66,34.02,173.24,6.98,112.05,19.88,74.4,45.42,48.16,128.96,0.0,0.11,190.34,172.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9656,0.22,3.6,30.2,175.99,7.92,110.45,17.43,81.48,42.97,48.77,128.55,0.0,0.09,180.04,166.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9657,0.21,3.59,35.08,171.34,6.16,87.29,17.65,81.19,48.55,45.11,125.66,0.0,0.08,181.7,174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9658,0.24,3.57,37.1,178.6,7.75,86.9,16.67,86.08,46.85,45.65,124.95,0.0,0.11,183.98,178.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9659,0.23,3.8,34.01,173.46,6.68,82.94,15.72,78.31,47.28,48.74,126.74,0.0,0.11,187.2,175.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9660,0.21,3.66,34.98,174.65,5.91,105.24,18.33,61.52,42.82,49.54,121.3,0.0,0.11,194.28,174.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9661,0.22,3.54,39.1,179.12,7.9,89.1,23.13,63.36,47.07,46.94,125.37,0.0,0.1,180.95,162.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9662,0.24,3.55,32.87,179.5,5.31,104.78,21.45,77.13,41.02,48.0,127.95,0.0,0.11,196.51,174.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9663,0.2,3.75,35.76,171.91,7.98,107.7,23.45,67.13,49.57,45.83,125.44,0.0,0.08,185.32,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9664,0.21,3.66,33.05,178.1,6.94,104.69,21.64,75.79,41.66,46.87,125.06,0.0,0.09,188.84,162.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9665,0.22,3.51,33.84,173.12,7.81,87.15,23.63,88.0,49.74,47.81,128.69,0.0,0.12,187.85,170.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9666,0.24,3.62,32.46,176.24,7.46,108.22,22.53,75.55,48.12,48.76,121.5,0.0,0.09,181.35,176.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9667,0.23,3.7,36.91,172.24,7.97,97.92,23.47,89.28,47.49,46.5,123.33,0.0,0.1,184.62,172.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9668,0.21,3.7,38.82,179.87,7.57,104.79,16.87,61.07,49.89,45.4,124.68,0.0,0.11,183.71,171.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9669,0.23,3.6,33.98,174.32,5.73,102.21,16.2,80.01,48.71,47.88,128.56,0.0,0.11,185.66,177.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9670,0.2,3.61,35.96,176.23,6.87,89.92,22.74,61.96,45.21,48.11,129.95,0.0,0.1,182.7,175.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9671,0.24,3.51,38.7,172.21,7.79,86.78,20.62,89.36,40.95,46.17,127.12,0.0,0.1,193.11,170.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9672,0.23,3.71,31.54,177.23,5.16,92.84,19.31,62.85,45.59,46.7,121.35,0.0,0.09,191.6,164.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9673,0.22,2.82,32.64,177.85,7.93,111.99,15.3,70.78,44.18,49.18,123.48,0.0,0.1,189.77,167.1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,12,1
9674,0.2,3.56,39.94,176.47,6.35,96.17,19.07,64.94,40.83,47.82,124.73,0.0,0.12,186.03,167.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9675,0.24,3.52,38.07,176.56,5.27,119.39,21.32,86.68,48.8,47.96,123.43,0.0,0.08,189.98,168.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9676,0.24,3.71,31.51,166.57,5.75,107.78,17.2,76.38,49.61,48.65,124.2,0.0,0.08,199.02,168.04,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1
9677,0.24,3.58,39.11,179.13,7.3,97.84,18.53,63.32,47.83,45.19,124.24,0.0,0.09,186.44,169.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9678,0.22,3.74,36.53,174.37,6.96,82.11,16.8,78.81,46.41,48.87,124.03,0.0,0.11,193.68,179.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9679,0.2,3.61,32.31,178.81,7.36,85.15,17.24,85.49,45.81,45.62,120.77,0.0,0.11,181.51,168.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9680,0.23,3.51,36.84,179.52,6.69,88.49,23.91,62.96,46.02,46.91,122.34,0.0,0.11,185.75,171.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9681,0.23,3.59,32.14,174.76,6.94,115.94,18.23,74.25,44.83,46.42,128.5,0.0,0.11,198.76,160.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9682,0.24,3.6,35.5,174.84,7.5,93.34,20.82,71.67,40.48,48.05,127.27,0.0,0.08,198.22,161.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9683,0.2,3.77,35.74,179.93,6.17,90.55,23.47,73.89,48.31,45.68,129.95,0.0,0.11,198.88,174.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9684,0.22,3.7,35.04,177.89,5.58,88.76,16.87,80.67,49.7,47.23,122.76,0.0,0.1,195.95,177.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9685,0.23,3.77,33.45,170.36,6.18,105.18,15.84,86.7,40.29,45.04,120.82,0.0,0.1,180.33,160.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9686,0.22,3.62,34.87,172.13,7.01,98.95,23.91,69.03,47.23,48.2,122.18,0.0,0.09,189.03,177.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9687,0.24,3.61,39.32,173.36,6.67,106.89,22.69,79.61,41.26,48.44,120.01,0.0,0.09,189.57,168.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9688,0.25,3.8,31.11,170.91,6.02,83.28,22.77,82.59,46.8,47.68,127.82,0.0,0.11,184.94,170.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9689,0.23,3.58,36.74,179.71,6.77,112.64,23.21,61.62,48.01,46.35,121.38,0.0,0.11,198.22,172.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9690,0.22,3.52,35.43,176.68,7.92,91.49,20.16,76.88,41.49,48.69,128.77,0.0,0.11,183.98,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9691,0.24,3.65,31.28,175.43,6.43,109.57,18.16,76.31,40.71,45.88,120.87,0.0,0.1,182.63,177.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9692,0.24,3.7,38.0,177.73,6.47,100.62,23.11,71.53,49.63,48.99,123.47,0.0,0.09,193.55,161.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9693,0.24,3.6,39.12,177.27,6.55,98.21,18.07,68.06,48.64,47.58,129.35,0.0,0.12,181.96,179.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9694,0.22,3.63,34.57,174.59,5.92,81.27,21.46,78.3,44.33,45.09,120.84,0.0,0.1,193.47,176.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9695,0.21,3.52,39.64,172.35,5.81,90.12,18.88,81.75,40.44,47.41,124.88,0.0,0.1,186.74,172.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9696,0.23,3.51,36.77,176.97,5.94,99.7,20.22,68.15,45.36,48.83,125.09,0.0,0.11,197.92,178.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9697,0.25,3.54,34.75,176.79,5.07,86.94,23.11,63.88,42.88,46.23,122.55,0.0,0.12,193.25,161.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9698,0.23,3.54,36.79,179.47,6.6,117.73,19.73,88.59,44.79,45.67,122.1,0.0,0.1,199.84,169.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9699,0.23,3.71,31.61,172.07,5.37,86.85,23.33,63.41,44.01,45.08,127.64,0.0,0.12,185.99,166.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9700,0.24,3.75,38.58,174.01,7.01,119.26,15.31,76.53,40.37,47.87,128.69,0.0,0.11,194.78,163.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9701,0.22,3.78,38.62,172.07,7.4,106.02,18.64,87.26,45.84,45.9,129.22,0.0,0.12,188.43,166.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9702,0.2,3.63,31.1,170.36,7.65,112.13,21.17,70.24,45.33,49.45,122.14,0.0,0.11,184.15,176.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9703,0.23,3.61,39.34,179.56,6.75,82.87,19.91,65.53,44.83,45.94,127.04,0.0,0.08,199.07,163.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9704,0.24,3.6,33.8,173.27,5.28,81.26,19.52,88.29,49.17,49.05,126.29,0.0,0.11,190.3,163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9705,0.23,3.77,30.77,178.79,7.76,85.39,23.99,63.28,47.39,47.15,121.02,0.0,0.09,196.37,173.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9706,0.2,3.77,31.27,179.95,6.55,82.44,23.62,72.89,45.88,48.65,129.23,0.0,0.09,194.57,162.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9707,0.21,3.68,35.1,174.09,6.6,81.91,20.14,75.38,47.34,46.95,122.99,0.0,0.09,180.28,175.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9708,0.23,3.51,37.09,171.26,7.51,108.22,21.33,67.53,44.19,49.22,128.6,0.0,0.11,191.89,165.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9709,0.23,3.63,39.39,174.81,5.24,109.08,24.28,73.12,44.75,49.44,125.91,0.0,0.1,187.85,176.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9710,0.23,3.66,38.93,171.47,7.95,109.17,24.23,61.9,40.88,48.36,120.04,0.0,0.1,196.33,167.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9711,0.22,3.75,35.8,174.12,5.68,83.9,22.54,62.67,45.48,48.18,127.49,0.0,0.1,198.37,178.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9712,0.21,3.75,38.81,171.56,6.06,112.16,18.88,65.06,49.92,49.06,126.25,0.0,0.11,193.37,165.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9713,0.25,3.7,30.27,174.87,7.51,82.54,21.1,69.61,42.0,47.64,127.96,0.0,0.11,183.48,166.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9714,0.23,3.54,38.81,175.75,3.19,94.23,21.83,84.88,48.58,47.46,125.66,0.0,0.1,155.03,170.04,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,12,1
9715,0.23,3.78,38.18,171.09,8.0,116.18,15.83,89.1,40.46,48.97,126.18,0.0,0.1,182.44,168.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9716,0.24,3.55,33.6,173.59,6.48,116.49,19.19,70.6,41.35,48.9,126.77,0.0,0.08,194.86,177.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9717,0.25,3.74,36.96,171.33,6.55,109.97,17.74,71.18,44.42,48.82,122.74,0.0,0.09,192.91,167.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9718,0.16,3.75,32.87,173.68,7.55,70.39,24.27,84.34,47.65,46.21,122.46,0.0,0.1,189.58,170.39,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,6,1
9719,0.24,3.75,38.81,176.07,7.58,80.62,16.07,62.78,47.13,45.35,124.96,0.0,0.1,186.21,177.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9720,0.21,3.67,38.71,172.83,6.67,81.13,24.38,85.12,49.97,47.24,124.73,0.0,0.1,196.04,167.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9721,0.24,3.71,36.91,177.09,7.58,111.75,19.58,83.85,40.4,47.67,127.15,0.0,0.12,188.93,163.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9722,0.23,3.62,34.23,179.71,5.59,102.55,24.46,66.74,41.76,49.08,124.03,0.0,0.09,188.99,179.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9723,0.22,3.58,37.84,172.83,5.86,81.88,24.65,86.59,42.93,47.6,124.83,0.0,0.08,190.62,162.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9724,0.21,3.55,34.07,179.42,5.37,102.64,16.62,71.08,42.69,45.57,121.6,0.0,0.08,184.12,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9725,0.21,3.79,38.8,178.85,7.51,118.05,24.66,79.1,43.78,46.75,127.53,0.0,0.1,188.37,176.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9726,0.21,3.75,38.01,170.3,7.09,112.53,20.12,80.41,44.75,49.67,129.03,0.0,0.09,194.04,179.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9727,0.2,3.76,39.59,172.62,5.91,94.51,20.02,80.47,45.04,49.76,121.0,0.0,0.11,186.69,167.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9728,0.22,3.65,39.68,175.68,7.41,83.19,21.6,73.18,49.11,45.22,129.28,0.0,0.09,196.2,173.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9729,0.23,3.58,31.42,175.39,7.4,99.65,15.64,72.49,43.05,48.95,125.38,0.0,0.1,188.14,173.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9730,0.21,3.8,30.41,177.59,5.66,109.33,16.86,68.37,44.31,49.23,128.04,0.0,0.1,184.0,160.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9731,0.2,3.69,39.77,177.07,5.05,115.6,23.08,73.55,48.62,48.0,124.42,0.0,0.11,199.79,175.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9732,0.23,3.62,33.18,171.21,6.62,90.8,21.59,87.99,41.6,46.16,124.59,0.0,0.09,195.13,167.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9733,0.21,3.74,38.86,172.52,6.94,117.18,21.58,66.23,45.64,49.83,129.08,0.0,0.09,186.9,160.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9734,0.21,3.6,36.19,178.51,7.89,92.26,24.18,78.32,43.26,46.57,125.05,0.0,0.1,193.66,162.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9735,0.24,3.58,35.36,177.81,5.4,106.43,21.29,77.13,40.01,49.1,128.48,0.0,0.1,194.69,170.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736,0.23,3.53,34.29,170.62,5.53,82.95,15.18,76.24,41.38,48.93,124.17,0.0,0.09,189.62,166.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9737,0.21,3.68,39.77,177.01,6.83,93.88,18.34,66.65,47.7,46.04,126.11,0.0,0.11,190.57,160.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9738,0.22,3.59,35.25,179.05,5.61,82.63,20.69,88.79,42.45,45.75,128.79,0.0,0.11,180.5,164.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9739,0.22,3.78,31.86,171.42,5.5,116.97,19.86,67.31,49.99,45.36,129.07,0.0,0.1,193.29,174.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9740,0.21,3.75,39.4,175.14,6.29,96.53,21.16,83.81,41.31,48.85,125.9,0.0,0.12,189.31,178.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9741,0.23,3.5,36.41,176.32,6.44,83.54,20.38,84.11,46.3,47.26,125.03,0.0,0.12,186.03,160.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9742,0.24,3.57,36.41,172.67,5.93,101.17,16.17,63.45,41.17,48.66,123.51,0.0,0.09,199.42,175.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9743,0.24,3.77,35.68,172.39,5.56,104.48,23.94,74.28,43.3,48.78,127.71,0.0,0.1,197.15,177.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9744,0.25,3.62,33.47,176.71,5.16,88.56,21.7,80.57,49.63,47.48,121.13,0.0,0.09,185.4,160.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9745,0.22,3.54,38.71,179.36,6.15,87.86,16.48,86.05,42.32,45.58,124.22,0.0,0.12,184.73,178.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9746,0.21,3.63,35.01,172.29,7.63,118.11,21.02,71.21,43.7,45.99,127.26,0.0,0.11,199.4,166.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9747,0.21,3.6,31.28,177.83,6.92,84.94,22.63,73.93,46.86,46.82,124.97,0.0,0.12,180.62,173.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9748,0.21,3.63,49.93,172.68,7.8,92.94,22.88,75.32,41.36,46.23,122.41,0.0,0.07,182.53,170.74,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,1
